time	ax	ay	az	atotal
20.89084888	-0.44	0.69	0.79	1.13
20.90079188	-0.36	0.61	0.81	1.07
20.92406797	-0.27	0.45	0.72	0.89
20.92594886	-0.29	0.39	0.63	0.79
20.92968893	-0.23	0.39	0.6	0.75
20.93988585	-0.17	0.42	0.63	0.77
20.94966698	-0.12	0.41	0.69	0.81
20.95962191	-0.11	0.38	0.7	0.8
20.96991396	-0.08	0.24	0.72	0.76
20.9806757	-0.05	0.12	0.73	0.74
20.99021292	0.05	0.08	0.74	0.74
21.00042295	0.18	0.04	0.75	0.77
21.02297497	0.26	0.08	0.65	0.7
21.02507281	0.35	0.12	0.47	0.59
21.02901483	0.57	0.07	0.27	0.63
21.03904486	0.74	0.01	0.18	0.76
21.04918194	0.71	-0.03	0.26	0.75
21.0585959	0.51	0	0.39	0.64
21.06926584	0.25	0.05	0.43	0.49
21.0791707	0.07	0.1	0.44	0.45
21.08983374	-0.1	0.18	0.42	0.46
21.0993948	-0.22	0.27	0.3	0.45
21.12445068	-0.27	0.25	0.04	0.37
21.12650299	-0.22	0.13	-0.23	0.34
21.12859774	-0.17	0.01	-0.29	0.33
21.13851285	-0.13	-0.12	-0.28	0.33
21.14829302	-0.2	0.02	-0.13	0.23
21.15810871	-0.34	0.19	-0.03	0.39
21.16826296	-0.35	0.24	0	0.42
21.1782949	-0.36	0.31	0.04	0.47
21.18837786	-0.23	0.23	0.05	0.32
21.19872189	0	0.02	0.02	0.02
21.22951269	0.22	-0.17	-0.06	0.28
21.23154187	0.39	-0.21	-0.13	0.46
21.23366594	0.4	-0.08	-0.16	0.43
21.25134182	0.4	0.01	-0.04	0.4
21.25317192	0.36	0.03	0.07	0.36
21.26415682	0.31	0.03	0.04	0.31
21.26722884	0.28	-0.02	0.02	0.28
21.28164983	0.31	-0.07	-0.03	0.31
21.28744984	0.35	-0.04	-0.1	0.36
21.29993677	0.27	0.05	-0.16	0.31
21.3248229	0.15	0.09	-0.15	0.23
21.3271749	0.05	0.11	-0.14	0.18
21.32906389	-0.02	0.2	-0.13	0.23
21.33675289	-0.05	0.36	-0.06	0.36
21.34800982	-0.12	0.49	0.05	0.5
21.35643983	-0.22	0.52	0.12	0.57
21.36654282	-0.28	0.49	0.15	0.58
21.37685394	-0.26	0.39	0.13	0.48
21.38683486	-0.18	0.23	0.07	0.3
21.39732599	-0.13	0.19	-0.01	0.23
21.42798591	-0.11	0.22	-0.09	0.26
21.43006897	-0.14	0.26	-0.11	0.31
21.4320488	-0.18	0.26	-0.04	0.31
21.45066285	-0.24	0.24	-0.07	0.34
21.45256901	-0.3	0.28	-0.18	0.44
21.46593189	-0.3	0.35	-0.2	0.5
21.46865177	-0.27	0.32	-0.08	0.42
21.48160696	-0.3	0.28	0.05	0.41
21.48627472	-0.25	0.23	0.14	0.36
21.49946785	-0.17	0.2	0.24	0.35
21.52399087	-0.07	0.19	0.35	0.4
21.52628803	0.02	0.09	0.39	0.4
21.52806091	0.1	-0.04	0.45	0.46
21.5351789	0.14	-0.17	0.54	0.58
21.54815388	0.28	-0.2	0.46	0.57
21.55499387	0.4	-0.08	0.3	0.5
21.56491685	0.44	0.03	0.25	0.5
21.57521677	0.37	0.03	0.29	0.47
21.58524799	0.23	0.08	0.31	0.39
21.59573984	0.17	0.15	0.33	0.4
21.60578299	0.19	0.13	0.21	0.31
21.62890482	0.34	0.06	0	0.34
21.63113189	0.47	0.01	-0.14	0.49
21.63485575	0.52	-0.01	-0.19	0.55
21.65135098	0.43	0.06	-0.18	0.47
21.65424991	0.22	0.23	-0.04	0.32
21.66582394	0.02	0.23	0.15	0.27
21.67416668	-0.08	0.2	0.21	0.3
21.68459797	-0.01	0.23	0.17	0.28
21.69521379	0.08	0.26	0.07	0.28
21.70490885	0.07	0.27	-0.01	0.27
21.72939086	-0.09	0.29	0.09	0.31
21.73165989	-0.32	0.31	0.3	0.53
21.73363686	-0.48	0.35	0.39	0.71
21.7511797	-0.42	0.43	0.27	0.65
21.75347996	-0.2	0.48	0.04	0.52
21.76578474	-0.04	0.52	-0.19	0.55
21.77360582	0.07	0.48	-0.38	0.61
21.78395796	0.13	0.4	-0.49	0.64
21.79381585	0.05	0.43	-0.43	0.61
21.80432582	-0.18	0.53	-0.16	0.58
21.82568073	-0.57	0.62	0.17	0.85
21.8278048	-0.74	0.49	0.36	0.95
21.83292389	-0.67	0.36	0.36	0.84
21.84319782	-0.58	0.37	0.22	0.72
21.85293388	-0.62	0.5	0.03	0.79
21.86346483	-0.72	0.58	-0.14	0.93
21.87261081	-0.62	0.52	-0.23	0.84
21.88336992	-0.47	0.49	-0.19	0.7
21.89388275	-0.33	0.48	-0.15	0.6
21.9032917	-0.21	0.5	-0.15	0.56
21.92817497	-0.17	0.47	-0.13	0.51
21.9304738	-0.14	0.38	-0.03	0.4
21.93237281	0	0.18	0	0.18
21.95146894	0.2	-0.01	0.05	0.2
21.95336986	0.3	-0.07	0.19	0.36
21.9691608	0.33	-0.06	0.37	0.49
21.97209072	0.28	-0.02	0.53	0.59
21.98259497	0.07	0.13	0.65	0.66
21.99270487	-0.05	0.2	0.64	0.67
22.00283289	-0.05	0.12	0.45	0.46
22.0338397	0	0.04	0.22	0.22
22.03621483	0.02	0.04	0.14	0.14
22.03804874	0.05	0.03	0.27	0.27
22.05205989	0.07	0	0.35	0.35
22.05400801	0.1	0	0.33	0.34
22.06640482	0.14	-0.06	0.24	0.28
22.07122087	0.18	-0.16	0.11	0.26
22.08277702	0.26	-0.16	0.08	0.31
22.09147692	0.23	-0.07	0.12	0.26
22.10143995	0.17	-0.05	0.23	0.29
22.12965775	0.21	-0.15	0.34	0.42
22.13188887	0.25	-0.22	0.36	0.49
22.13364983	0.21	-0.22	0.36	0.47
22.15155387	0.14	-0.14	0.41	0.45
22.15344	0.13	-0.08	0.45	0.47
22.1658597	0.2	-0.07	0.49	0.53
22.17046785	0.17	0.03	0.49	0.51
22.18310976	0.11	0.09	0.4	0.42
22.19094372	0.07	0.07	0.21	0.23
22.20111489	0.06	0.07	0.15	0.17
22.23263884	0.24	-0.07	0.18	0.3
22.23491669	0.42	-0.11	0.11	0.44
22.23677874	0.41	-0.06	-0.01	0.41
22.25138283	0.33	-0.06	-0.09	0.34
22.25315475	0.23	-0.06	-0.03	0.23
22.2662878	0.21	-0.08	0.1	0.24
22.26972675	0.14	-0.01	0.12	0.18
22.28339195	-0.06	0.16	0.01	0.17
22.28985977	-0.19	0.28	-0.14	0.36
22.29994082	-0.28	0.39	-0.21	0.52
22.32954788	-0.39	0.46	-0.24	0.64
22.33178997	-0.47	0.45	-0.26	0.7
22.33359003	-0.5	0.35	-0.33	0.69
22.35153985	-0.36	0.4	-0.43	0.68
22.35336971	-0.35	0.49	-0.39	0.71
22.36574388	-0.34	0.45	-0.34	0.65
22.3693428	-0.27	0.42	-0.35	0.6
22.38257599	-0.38	0.51	-0.41	0.75
22.38923073	-0.42	0.48	-0.47	0.79
22.39931488	-0.19	0.34	-0.37	0.53
22.4097259	0.14	0.1	-0.08	0.18
22.43565273	0.29	-0.09	0.35	0.46
22.43777275	0.16	0.03	0.73	0.74
22.43984699	-0.09	0.13	0.84	0.85
22.45095181	-0.21	0.05	0.71	0.74
22.45867085	-0.26	0.05	0.62	0.67
22.46826077	-0.28	0.1	0.58	0.65
22.47874689	-0.15	0.04	0.4	0.42
22.48865581	0.11	-0.1	0.19	0.24
22.49927473	0.26	-0.08	-0.02	0.27
22.50909781	0.28	-0.02	-0.13	0.3
22.53178883	0.15	-0.03	-0.09	0.17
22.53386879	-0.07	-0.09	-0.03	0.11
22.53793883	-0.31	-0.2	0.07	0.37
22.5504508	-0.52	-0.3	0.3	0.67
22.55772495	-0.82	-0.36	0.47	1.01
22.56750298	-1.19	-0.45	0.59	1.4
22.5781827	-1.5	-0.61	0.77	1.79
22.58792877	-1.6	-1.05	0.96	2.14
22.59895468	-1.57	-1.62	1.21	2.55
22.60762286	-1.72	-1.81	1.2	2.77
22.63101196	-2.23	-1.5	1.02	2.87
22.63334584	-2.92	-1.04	0.68	3.17
22.63740683	-3.79	-0.83	0.3	3.89
22.65258288	-4.58	-1.43	0.14	4.8
22.65688801	-4.96	-3.08	0.45	5.85
22.66681886	-4.59	-4.56	0.78	6.51
22.67715597	-4.76	-5.7	0.8	7.46
22.68706369	-5.76	-6.99	0.65	9.08
22.69699788	-7.92	-7.78	-0.37	11.1
22.70734072	-10.91	-8.27	-2.27	13.87
22.73253679	-12.86	-8.61	-4.46	16.1
22.73477602	-14.08	-8.47	-6.61	17.71
22.73679399	-15.37	-8.37	-8.29	19.36
22.75186491	-16.58	-8.41	-9.32	20.79
22.75664783	-17.47	-8.25	-9.2	21.39
22.76680589	-18.01	-8.09	-8.11	21.34
22.77687287	-18.77	-7.95	-5.96	21.23
22.78731871	-19.71	-7.35	-3.87	21.38
22.79723883	-20.3	-6.97	-2.89	21.65
22.80685997	-20.7	-7.06	-3.23	22.1
22.83529782	-22.89	-7.02	-5.03	24.46
22.83768988	-26.24	-6.71	-7.55	28.11
22.8397038	-30.56	-7.75	-10.2	33.13
22.85135174	-35.86	-8.95	-11.9	38.82
22.85617495	-40.74	-9.4	-13.63	43.97
22.86764669	-44.38	-10.43	-16.21	48.38
22.87619281	-46.27	-12.91	-17.95	51.28
22.88550901	-48.58	-18.85	-14.97	54.21
22.89609575	-50.71	-28.59	-6.54	58.58
22.9063158	-51.47	-39.07	4.27	64.76
22.9301579	-50.06	-48.14	15.86	71.23
22.93253088	-49.76	-57.29	24.18	79.64
22.93541384	-50.89	-70.82	22.51	90.06
22.95415783	-49.19	-81.81	18.17	97.17
22.95618391	-44.89	-83.12	16.15	95.83
22.96724796	-41.09	-77.91	13.6	89.12
22.97532701	-40.27	-73.73	11.51	84.79
22.98455191	-37.77	-68.21	9.39	78.53
22.99595499	-35.25	-61.99	6.45	71.6
23.00558281	-34.4	-56.64	3.21	66.34
23.03217268	-32.98	-52.82	-0.33	62.27
23.03444481	-30.67	-50.72	-3.99	59.4
23.03639078	-27.46	-49.29	-6.6	56.8
23.05223584	-23.2	-47.06	-7.54	53
23.05432987	-18.26	-45.56	-6.85	49.55
23.06657887	-12.24	-44.9	-4.67	46.77
23.07426882	-4.31	-44.22	-1.17	44.44
23.08450484	5.13	-41.16	4.21	41.69
23.0944488	11.54	-36.05	10.74	39.34
23.10491991	11.48	-31.85	15.93	37.41
23.13282084	7.55	-28.77	18.57	35.06
23.13520098	3.66	-25.36	18.46	31.58
23.13711286	-0.11	-23	15.38	27.66
23.15199995	-4.04	-21.79	10.74	24.62
23.15405369	-7.42	-21.3	6.34	23.42
23.16553283	-9.74	-21.49	2.71	23.74
23.17424083	-10.91	-22.01	0	24.56
23.18312287	-11.35	-22.54	-2.06	25.32
23.19379282	-11.2	-22.95	-3.55	25.78
23.20286274	-10.7	-23.15	-4.44	25.88
23.21344781	-10.23	-23.21	-4.74	25.8
23.23419094	-10.18	-22.91	-4.67	25.5
23.23622584	-10.49	-22.3	-4.68	25.08
23.24261689	-11.11	-21.09	-4.56	24.26
23.25265169	-11.74	-19.58	-4.25	23.22
23.26259279	-12.15	-17.9	-3.84	21.97
23.27265787	-12.46	-16.46	-3.32	20.9
23.28273582	-12.59	-15.2	-2.63	19.91
23.29276991	-12.78	-13.78	-2.26	18.92
23.30323601	-13.25	-12.42	-2.05	18.27
23.31312585	-13.5	-11.19	-1.51	17.59
23.33455276	-12.81	-9.85	-0.93	16.18
23.33657789	-11.39	-8.77	-0.59	14.38
23.34170294	-9.55	-7.55	-0.17	12.17
23.35195088	-7.87	-6.7	0.22	10.33
23.36184883	-7.14	-6.78	0.64	9.86
23.37210989	-7.87	-6.84	1	10.47
23.38227892	-8.91	-6.34	1.19	10.99
23.39198399	-9.77	-5.87	1.12	11.45
23.40272999	-10.62	-4.94	0.65	11.73
23.41244173	-10.91	-3.69	-0.04	11.51
23.43476582	-10.44	-3.25	-0.83	10.96
23.43681574	-10.03	-3.49	-1.11	10.67
23.44117284	-9.53	-3.54	-0.75	10.19
23.45225286	-9.32	-3.44	-0.36	9.94
23.46152687	-10.2	-2.98	0.1	10.62
23.47109079	-11.18	-2.05	0.38	11.37
23.48079181	-11.48	-1.28	0.01	11.55
23.49204969	-11.19	-0.71	-0.58	11.22
23.50123191	-10.42	-0.43	-1.14	10.49
23.51137781	-9.22	-0.99	-1.38	9.37
23.53343081	-8.25	-2.17	-0.84	8.57
23.5354538	-7.89	-3.19	0.16	8.51
23.540555	-8.01	-3.63	0.9	8.84
23.5517478	-8.76	-3.48	1.17	9.49
23.56034088	-10.1	-2.62	0.84	10.46
23.57092786	-11.49	-1.05	0.39	11.54
23.5819118	-12.16	0.41	-0.97	12.2
23.59129572	-11.59	1.55	-2.97	12.06
23.60028481	-9.61	2.1	-4.98	11.02
23.6114819	-7.61	1.89	-6.46	10.15
23.64231968	-5.73	0.93	-6.29	8.55
23.64442182	-4.1	-0.17	-4.78	6.29
23.64649391	-3.52	-1	-2.78	4.59
23.65008497	-3.93	-1.43	-1	4.29
23.66716194	-4.81	-1.41	0.27	5.01
23.66939974	-5.87	-0.87	0.73	5.97
23.68256569	-6.89	-0.34	0.51	6.91
23.68937874	-7.06	0.1	0	7.06
23.69965792	-6.39	0.51	-0.65	6.44
23.70970774	-5.46	0.43	-1.1	5.58
23.73924589	-4.56	0.07	-1.29	4.73
23.74127388	-3.92	-0.23	-1.5	4.2
23.74337101	-3.64	-0.27	-1.71	4.03
23.7514658	-3.66	-0.07	-1.82	4.08
23.75892687	-3.83	-0.04	-1.7	4.19
23.76875281	-3.96	-0.08	-1.52	4.24
23.77887082	-4.11	0	-1.27	4.3
23.78915596	-4.26	0.09	-0.92	4.35
23.79905391	-4.46	0	-0.55	4.49
23.8093698	-4.56	-0.12	-0.33	4.57
23.83794975	-4.6	0	-0.41	4.61
23.84022093	-4.78	0.38	-0.73	4.85
23.84212494	-4.75	0.7	-1.14	4.93
23.85096169	-4.48	0.85	-1.52	4.8
23.85804892	-4.27	0.95	-1.85	4.74
23.86791897	-4.1	0.95	-2.06	4.68
23.87796402	-4	0.86	-2.17	4.63
23.88828468	-3.85	0.72	-2.26	4.52
23.89852786	-3.69	0.67	-2.38	4.44
23.9082098	-3.52	0.61	-2.52	4.37
23.93721581	-3.45	0.5	-2.67	4.39
23.93946695	-3.24	0.36	-2.85	4.33
23.94128084	-2.85	0.36	-3.13	4.24
23.94971991	-2.43	0.47	-3.41	4.21
23.95746469	-2.02	0.6	-3.63	4.19
23.96757793	-1.71	0.65	-3.78	4.19
23.97709894	-1.46	0.61	-3.74	4.06
23.98788977	-1.18	0.65	-3.55	3.79
23.99752474	-0.96	0.75	-3.21	3.43
24.00766182	-0.8	0.75	-2.72	2.93
24.01822996	-0.72	0.71	-2.22	2.43
24.04155684	-0.64	0.71	-1.75	1.99
24.04350591	-0.52	0.71	-1.32	1.58
24.04668474	-0.44	0.62	-0.92	1.19
24.0566659	-0.33	0.5	-0.61	0.85
24.06701589	-0.2	0.49	-0.42	0.67
24.07651782	-0.07	0.51	-0.27	0.58
24.0866127	-0.02	0.49	-0.12	0.5
24.09808397	-0.06	0.43	0.04	0.43
24.10714388	-0.12	0.33	0.19	0.39
24.11718583	-0.13	0.25	0.36	0.45
24.14221787	-0.09	0.16	0.56	0.58
24.14434981	-0.02	0.01	0.77	0.77
24.14645195	0.11	-0.03	0.93	0.93
24.15564203	0.22	0.04	1.09	1.11
24.16624498	0.32	0.08	1.24	1.28
24.17554092	0.33	0.06	1.39	1.42
24.18522787	0.3	-0.03	1.54	1.56
24.19624281	0.28	-0.06	1.64	1.66
24.20552874	0.29	-0.03	1.72	1.74
24.21609783	0.32	-0.08	1.82	1.84
24.2393949	0.33	-0.28	1.94	1.98
24.24151468	0.49	-0.32	1.96	2.04
24.24497795	0.72	-0.19	1.85	1.99
24.25473189	0.85	-0.06	1.74	1.93
24.2648499	0.84	-0.03	1.64	1.84
24.27471781	0.77	-0.03	1.44	1.63
24.28510475	0.66	0.09	1.17	1.34
24.29491568	0.56	0.22	0.95	1.12
24.30578375	0.51	0.25	0.82	0.99
24.31564569	0.52	0.27	0.59	0.83
24.3387959	0.55	0.27	0.41	0.73
24.34073782	0.53	0.22	0.3	0.64
24.34403181	0.44	0.13	0.17	0.48
24.35409403	0.38	0.08	0.04	0.39
24.36413288	0.29	0.07	-0.09	0.31
24.37390375	0.18	0.09	-0.22	0.29
24.38413572	0.16	0.19	-0.22	0.33
24.3942647	0.1	0.32	-0.36	0.49
24.40491986	-0.05	0.39	-0.47	0.61
24.41467786	-0.2	0.5	-0.49	0.72
24.44334984	-0.38	0.64	-0.53	0.91
24.44551182	-0.47	0.68	-0.5	0.96
24.4477129	-0.52	0.68	-0.46	0.97
24.4535048	-0.61	0.74	-0.37	1.02
24.4663868	-0.69	0.83	-0.2	1.09
24.47308779	-0.71	0.93	-0.06	1.17
24.48299599	-0.7	0.96	0.07	1.19
24.49349785	-0.68	1.05	0.1	1.25
24.50338173	-0.66	1.12	0.08	1.3
24.51394701	-0.61	1.02	0.07	1.19
24.54053068	-0.46	0.83	0	0.94
24.5425787	-0.4	0.63	-0.09	0.75
24.54471183	-0.35	0.49	-0.11	0.61
24.55257273	-0.35	0.41	-0.11	0.55
24.56263685	-0.39	0.19	-0.06	0.43
24.57247496	-0.39	-0.06	-0.09	0.4
24.58228183	-0.42	-0.15	-0.27	0.52
24.59277868	-0.14	-0.18	-0.03	0.23
24.60286689	0.07	-0.13	-0.05	0.15
24.61361599	0.16	0.04	-0.04	0.16
24.63866782	0.23	0.11	0.13	0.28
24.64084196	0.09	0.16	0.2	0.27
24.64293194	0.05	0.22	0.27	0.35
24.65226173	0.09	0.25	0.32	0.41
24.66184902	0.21	0.25	0.34	0.47
24.671803	0.35	0.25	0.33	0.54
24.68165398	0.4	0.21	0.33	0.55
24.69206572	0.39	0.11	0.35	0.53
24.70272684	0.29	0.05	0.29	0.41
24.71418786	0.13	0.13	0.21	0.27
24.7425518	-0.01	0.2	0.11	0.22
24.74457288	-0.13	0.23	0.04	0.26
24.74666381	-0.21	0.28	-0.07	0.35
24.75265074	-0.25	0.33	-0.28	0.49
24.76634073	-0.24	0.34	-0.5	0.65
24.77242088	-0.21	0.32	-0.67	0.77
24.78299999	-0.2	0.3	-0.78	0.85
24.79287195	-0.22	0.26	-0.85	0.91
24.80284786	-0.26	0.24	-0.82	0.89
24.813241	-0.35	0.28	-0.77	0.89
24.84460187	-0.41	0.34	-0.68	0.86
24.84663296	-0.46	0.4	-0.55	0.82
24.8487339	-0.6	0.5	-0.37	0.86
24.85187578	-0.8	0.62	-0.14	1.02
24.86185503	-0.86	0.61	0.03	1.05
24.8718729	-0.77	0.54	0.13	0.94
24.88182402	-0.53	0.47	0.19	0.73
24.89150286	-0.3	0.43	0.18	0.55
24.90237284	-0.15	0.36	0.14	0.41
24.91222	-0.07	0.21	0.07	0.23
24.92354393	0.07	0	0.05	0.08
24.94443488	0.29	-0.26	-0.02	0.39
24.94671869	0.46	-0.51	-0.08	0.69
24.95112801	0.56	-0.57	-0.01	0.79
24.96142197	0.46	-0.44	0.08	0.64
24.97124577	0.19	-0.16	0.18	0.3
24.98127389	-0.12	0.06	0.25	0.28
24.99092293	-0.46	0.25	0.32	0.61
25.00167179	-0.83	0.43	0.35	0.99
25.01107383	-1.21	0.63	0.45	1.43
25.02190876	-1.79	0.99	0.54	2.11
25.0454669	-2.16	1.11	0.58	2.49
25.04774189	-1.88	0.7	0.56	2.08
25.05080271	-1.27	0.31	0.42	1.37
25.06054497	-0.52	0.06	0.11	0.53
25.07026768	0.19	-0.05	-0.26	0.32
25.08016872	0.63	-0.07	-0.53	0.82
25.09088087	0.77	-0.1	-0.64	1
25.10108995	0.74	-0.22	-0.61	0.98
25.11082888	0.67	-0.37	-0.44	0.88
25.12119579	0.64	-0.39	-0.16	0.76
25.14445281	0.7	-0.33	0.09	0.77
25.14675379	0.82	-0.29	0.22	0.89
25.14990377	0.88	-0.26	0.3	0.96
25.15992188	0.81	-0.22	0.32	0.89
25.16988087	0.69	-0.26	0.27	0.78
25.18065786	0.59	-0.28	0.28	0.71
25.18972588	0.6	-0.3	0.28	0.72
25.20050478	0.71	-0.35	0.32	0.85
25.20965576	0.87	-0.41	0.29	1
25.22027969	0.96	-0.41	0.25	1.07
25.2440269	1	-0.37	0.28	1.1
25.24608898	0.96	-0.32	0.3	1.05
25.24900675	0.7	-0.19	0.37	0.81
25.25902987	0.33	0	0.45	0.55
25.2688148	0.12	0.08	0.5	0.52
25.27895403	-0.07	0.11	0.52	0.53
25.28918982	-0.2	0.09	0.51	0.55
25.29927588	-0.09	0.05	0.42	0.43
25.30936098	0.07	0.01	0.26	0.26
25.31946468	0.27	0.01	0.07	0.27
25.34960079	0.34	0.07	-0.14	0.37
25.35155582	0.27	0.15	-0.29	0.42
25.35367489	0.09	0.19	-0.39	0.44
25.36995387	-0.1	0.23	-0.39	0.46
25.37198782	-0.32	0.32	-0.38	0.59
25.3833878	-0.53	0.41	-0.3	0.73
25.38786077	-0.6	0.5	-0.14	0.79
25.40043688	-0.54	0.54	-0.05	0.76
25.40797782	-0.45	0.43	-0.05	0.62
25.418571	-0.31	0.3	-0.09	0.44
25.44782686	-0.09	0.25	-0.17	0.31
25.45017982	0.09	0.21	-0.24	0.33
25.45204878	0.18	0.15	-0.27	0.35
25.46948481	0.14	0.11	-0.19	0.26
25.47132874	0.07	0.14	-0.01	0.15
25.48430872	0.05	0.13	0.18	0.22
25.48709869	0.1	0.1	0.35	0.37
25.50166988	0.14	0.08	0.47	0.49
25.50691175	0.26	0.06	0.51	0.57
25.51823568	0.38	0.02	0.45	0.58
25.54343581	0.41	-0.01	0.32	0.52
25.54570985	0.41	0.02	0.21	0.46
25.54750395	0.38	0.08	0.17	0.42
25.55698586	0.32	0.16	0.18	0.4
25.56778669	0.21	0.3	0.21	0.42
25.576581	-0.01	0.47	0.26	0.53
25.58641982	-0.21	0.61	0.24	0.68
25.59695482	-0.35	0.71	0.09	0.79
25.60681081	-0.37	0.69	-0.05	0.78
25.61728573	-0.34	0.64	-0.16	0.74
25.6466229	-0.32	0.62	-0.27	0.74
25.64853668	-0.31	0.68	-0.29	0.8
25.65063882	-0.38	0.74	-0.26	0.87
25.66970396	-0.41	0.73	-0.27	0.87
25.67144299	-0.35	0.7	-0.28	0.83
25.68315792	-0.31	0.66	-0.31	0.79
25.68561482	-0.24	0.51	-0.33	0.65
25.70103693	-0.24	0.5	-0.37	0.66
25.70583391	-0.28	0.64	-0.32	0.76
25.7190237	-0.32	0.7	-0.17	0.78
25.72626591	-0.44	0.8	0.03	0.91
25.75557899	-0.52	0.78	0.18	0.95
25.75759697	-0.6	0.63	0.28	0.91
25.75966883	-0.68	0.5	0.33	0.9
25.7692647	-1.02	0.52	0.49	1.24
25.7752049	-1.66	0.51	0.72	1.87
25.78534985	-2.75	0.31	0.73	2.86
25.79485083	-3.74	-0.17	0.53	3.78
25.80527186	-4.5	-0.81	-0.18	4.57
25.81576586	-5.33	-1.14	-1.64	5.69
25.82508183	-6.79	-1.22	-3.43	7.7
25.84767985	-9.6	-1.3	-5.16	10.97
25.84994888	-12.94	-2.12	-7.2	14.95
25.8549428	-15.62	-2.97	-10.08	18.82
25.86988282	-17.7	-2.44	-13.58	22.44
25.8745029	-19.69	-1.35	-17.29	26.23
25.8846128	-21.66	-0.81	-20.95	30.14
25.8950808	-23.21	0.57	-23.33	32.91
25.90496683	-24.97	1.58	-23.85	34.56
25.91556287	-26.89	0.92	-22.21	34.88
25.92512989	-28.78	-0.4	-19.34	34.67
25.94836903	-30.16	-1.42	-14.61	33.54
25.95075703	-31.32	-1.33	-8.93	32.59
25.95421696	-35.1	-2.37	-5.36	35.58
25.97013187	-38.9	-4.74	-3.22	39.31
25.973804	-41.96	-5.68	-1.85	42.38
25.98391199	-43.65	-5.21	-1.74	43.99
25.99392581	-45.8	-4.61	-3.36	46.15
26.00503778	-48.06	-5.29	-5.03	48.61
26.01440573	-50.49	-6.89	-5.51	51.25
26.02408171	-52.84	-9.55	-4.38	53.87
26.04482079	-54.86	-13	-2.21	56.42
26.04718184	-58.56	-19	-1.14	61.57
26.05408573	-61.85	-28.95	0.17	68.29
26.06320477	-62.37	-37.02	1.45	72.54
26.0734148	-61.77	-44.46	3.81	76.2
26.08322883	-58.81	-50.4	6.96	77.76
26.09368896	-54.45	-52.15	10.04	76.06
26.10352278	-50.3	-49.1	12.5	71.39
26.11397076	-45.86	-44.73	13.52	65.47
26.12383389	-40.34	-40.91	12.59	58.81
26.15178299	-34.52	-37.87	9.53	52.12
26.15411377	-30.26	-36.07	5.5	47.4
26.15607071	-27.92	-34.54	2.27	44.47
26.17006588	-25.21	-32.12	0.78	40.83
26.17286968	-22.09	-29.63	0.36	36.95
26.18413877	-19.88	-27.39	0.39	33.84
26.19289589	-18.51	-25.33	1.15	31.39
26.20203781	-17.93	-23.62	1.98	29.72
26.21324778	-17.86	-22.43	2.7	28.79
26.22309971	-17.65	-21.58	3.27	28.06
26.24949789	-16.97	-20.75	3.67	27.05
26.25187397	-15.69	-19.92	4.31	25.72
26.25386095	-13.85	-19.12	5.33	24.2
26.270257	-11.41	-18.53	6.43	22.69
26.27235484	-8.73	-18.04	7.48	21.39
26.28499794	-6.05	-17.79	8.41	20.58
26.2922318	-3.98	-17.1	9.3	19.86
26.30124474	-3.4	-16.41	9.32	19.17
26.31261182	-4.1	-16.35	8.03	18.67
26.32245588	-5.16	-16.45	5.92	18.22
26.34860277	-6.09	-16.5	3.83	18
26.35088396	-7.07	-16.62	1.83	18.15
26.35280991	-8.05	-16.77	-0.22	18.6
26.37048769	-8.77	-16.72	-1.75	18.96
26.37240481	-9.75	-16.25	-2.52	19.11
26.3847158	-10.98	-15.95	-2.68	19.54
26.39052081	-11.8	-15.78	-2.21	19.82
26.40161896	-12.18	-15.58	-1.54	19.83
26.4114368	-12.29	-15.57	-0.96	19.85
26.42111182	-12.25	-15.97	-0.31	20.12
26.45155096	-12.06	-16.47	0.4	20.41
26.45394683	-11.86	-17.15	1.05	20.87
26.45587873	-11.7	-18.3	1.73	21.78
26.47023678	-11.4	-19.52	2.48	22.74
26.47215891	-11.23	-20.43	3.05	23.51
26.48476076	-11.11	-21.48	3.67	24.45
26.48977184	-11.55	-23.14	4.74	26.29
26.50151873	-12.78	-24.73	6.4	28.56
26.51008987	-15.34	-26.35	8.11	31.55
26.52021074	-18.76	-27.1	9.89	34.41
26.5307498	-23.06	-27.06	11.57	37.38
26.55399895	-26.96	-25.99	12.9	39.6
26.55609989	-30.33	-23.58	13.82	40.82
26.55974674	-32.99	-20.47	13.88	41.23
26.570292	-33.56	-18.42	12.67	40.32
26.57988191	-33.21	-17.58	11.6	39.32
26.59017277	-31.81	-17.24	10.37	37.63
26.60004473	-30.33	-17.01	9.03	35.92
26.61030388	-31.06	-15.97	7.92	35.81
26.62010789	-33.34	-13.5	6.73	36.59
26.63037086	-35.25	-9.87	4.4	36.86
26.65092802	-35.23	-7.41	0.93	36.01
26.6530447	-33.62	-4.81	-2.1	34.02
26.65925598	-29.19	-2.91	-4.72	29.71
26.66955781	-24.08	-3.61	-5.72	25.01
26.67922592	-21.11	-5.27	-5.05	22.33
26.68940496	-20.25	-5.89	-4.15	21.49
26.69938898	-21.04	-5.42	-3.68	22.03
26.70909381	-22.35	-3.79	-3.65	22.96
26.7189219	-23.13	-1.07	-3.51	23.41
26.72976494	-23.17	1.7	-2.66	23.38
26.75057888	-23	3.92	-1.69	23.39
26.75271797	-21.99	5.42	-1.43	22.69
26.75861788	-19.62	5.78	-2.02	20.55
26.770123	-16.89	5.49	-2.85	17.98
26.77794385	-14.34	4.88	-3.54	15.55
