Time,Bullet Speed,GSR
20:51:45,0,531

20:51:45,0,531

20:51:45,0,531

20:51:45,0,531

20:51:45,0,531

20:51:45,0,531

20:51:45,0,531

20:51:45,0,531

20:51:45,0,531

20:51:45,0,531

20:51:45,0,532

20:51:45,0,531

20:51:45,0,531

20:51:45,0,531

20:51:45,0,531

20:51:45,0,531

20:51:45,0,532

20:51:45,0,531

20:51:45,0,531

20:51:45,0,532

20:51:45,0,532

20:51:45,0,532

20:51:45,0,532

20:51:45,0,532

20:51:45,0,531

20:51:45,0,532

20:51:45,0,532

20:51:45,0,532

20:51:45,0,532

20:51:45,0,532

20:51:45,0,532

20:51:45,0,532

20:51:45,0,532

20:51:45,0,532

20:51:45,0,532

20:51:45,0,532

20:51:45,0,532

20:51:45,0,532

20:51:45,0,532

20:51:45,0,532

20:51:46,0,532

20:51:46,0,532

20:51:46,0,532

20:51:46,0,532

20:51:46,0,533

20:51:46,0,533

20:51:46,0,532

20:51:46,0,533

20:51:46,0,533

20:51:46,0,532

20:51:46,0,532

20:51:46,0,533

20:51:46,0,533

20:51:46,0,533

20:51:46,0,533

20:51:46,0,533

20:51:46,0,533

20:51:46,0,533

20:51:46,0,533

20:51:46,0,533

20:51:46,0,533

20:51:46,0,533

20:51:46,0,533

20:51:46,0,533

20:51:46,0,534

20:51:46,0,533

20:51:46,0,533

20:51:46,0,533

20:51:46,0,533

20:51:46,0,533

20:51:46,0,533

20:51:46,0,534

20:51:46,0,533

20:51:46,0,534

20:51:46,0,534

20:51:46,0,533

20:51:46,0,533

20:51:46,0,534

20:51:46,0,534

20:51:46,0,534

20:51:46,0,534

20:51:46,0,534

20:51:46,0,534

20:51:46,0,534

20:51:46,0,534

20:51:46,0,534

20:51:46,0,534

20:51:46,0,534

20:51:46,0,534

20:51:46,0,534

20:51:46,0,534

20:51:46,0,534

20:51:46,0,534

20:51:46,0,535

20:51:46,0,534

20:51:46,0,534

20:51:46,0,535

20:51:46,0,535

20:51:46,0,534

20:51:46,0,535

20:51:46,0,534

20:51:46,0,534

20:51:46,0,535

20:51:47,0,534

20:51:47,0,534

20:51:47,0,535

20:51:47,0,535

20:51:47,0,535

20:51:47,0,535

20:51:47,0,535

20:51:47,0,535

20:51:47,0,535

20:51:47,0,535

20:51:47,0,535

20:51:47,0,535

20:51:47,0,535

20:51:47,0,535

20:51:47,0,535

20:51:47,0,535

20:51:47,0,535

20:51:47,0,535

20:51:47,0,536

20:51:47,0,536

20:51:47,0,535

20:51:47,0,536

20:51:47,0,535

20:51:47,0,536

20:51:47,0,535

20:51:47,0,536

20:51:47,0,536

20:51:47,0,536

20:51:47,0,536

20:51:47,0,536

20:51:47,0,536

20:51:47,0,536

20:51:47,0,536

20:51:47,0,536

20:51:47,0,536

20:51:47,0,536

20:51:47,0,536

20:51:47,0,537

20:51:47,0,537

20:51:47,0,536

20:51:47,0,536

20:51:47,0,536

20:51:47,0,537

20:51:47,0,536

20:51:47,0,537

20:51:47,0,536

20:51:47,0,536

20:51:47,0,536

20:51:47,0,537

20:51:47,0,537

20:51:47,0,537

20:51:47,0,537

20:51:47,0,537

20:51:47,0,537

20:51:47,0,537

20:51:47,0,537

20:51:47,0,536

20:51:47,0,537

20:51:47,0,537

20:51:47,0,537

20:51:47,0,537

20:51:47,0,537

20:51:47,0,537

20:51:48,0,537

20:51:48,0,537

20:51:48,0,537

20:51:48,0,537

20:51:48,0,537

20:51:48,0,537

20:51:48,0,537

20:51:48,0,538

20:51:48,0,537

20:51:48,0,537

20:51:48,0,538

20:51:48,0,537

20:51:48,0,537

20:51:48,0,537

20:51:48,0,537

20:51:48,0,537

20:51:48,0,538

20:51:48,0,538

20:51:48,0,538

20:51:48,0,538

20:51:48,0,538

20:51:48,0,538

20:51:48,0,537

20:51:48,0,538

20:51:48,0,537

20:51:48,0,537

20:51:48,0,538

20:51:48,0,538

20:51:48,0,538

20:51:48,0,538

20:51:48,0,539

20:51:48,0,538

20:51:48,0,538

20:51:48,0,538

20:51:48,0,538

20:51:48,0,538

20:51:48,0,538

20:51:48,0,538

20:51:48,0,538

20:51:48,0,539

20:51:48,0,538

20:51:48,0,539

20:51:48,0,538

20:51:48,0,538

20:51:48,0,538

20:51:48,0,538

20:51:48,0,538

20:51:48,0,538

20:51:48,0,538

20:51:48,0,538

20:51:48,0,538

20:51:48,0,539

20:51:48,0,539

20:51:48,0,538

20:51:48,0,538

20:51:48,0,538

20:51:48,0,538

20:51:48,0,538

20:51:48,0,539

20:51:48,0,539

20:51:48,0,539

20:51:48,0,538

20:51:48,0,539

20:51:49,0,539

20:51:49,0,539

20:51:49,0,539

20:51:49,0,539

20:51:49,0,538

20:51:49,0,539

20:51:49,0,539

20:51:49,0,539

20:51:49,0,539

20:51:49,0,539

20:51:49,0,539

20:51:49,0,540

20:51:49,0,539

20:51:49,0,538

20:51:49,0,539

20:51:49,0,539

20:51:49,0,539

20:51:49,0,539

20:51:49,0,539

20:51:49,0,539

20:51:49,0,539

20:51:49,0,539

20:51:49,0,539

20:51:49,0,539

20:51:49,0,539

20:51:49,0,539

20:51:49,0,539

20:51:49,0,540

20:51:49,0,539

20:51:49,0,539

20:51:49,0,539

20:51:49,0,539

20:51:49,0,539

20:51:49,0,540

20:51:49,0,540

20:51:49,0,539

20:51:49,0,539

20:51:49,0,539

20:51:49,0,539

20:51:49,0,539

20:51:49,0,539

20:51:49,0,539

20:51:49,0,540

20:51:49,0,540

20:51:49,0,540

20:51:49,0,539

20:51:49,0,540

20:51:49,0,540

20:51:49,0,539

20:51:49,0,540

20:51:49,0,540

20:51:49,0,540

20:51:49,0,539

20:51:49,0,540

20:51:49,0,540

20:51:49,0,540

20:51:49,0,540

20:51:49,0,540

20:51:49,0,540

20:51:49,0,540

20:51:49,0,540

20:51:49,0,540

20:51:50,0,540

20:51:50,0,540

20:51:50,0,540

20:51:50,0,540

20:51:50,0,540

20:51:50,0,540

20:51:50,0,540

20:51:50,0,540

20:51:50,0,540

20:51:50,0,540

20:51:50,0,540

20:51:50,0,540

20:51:50,0,540

20:51:50,0,540

20:51:50,0,541

20:51:50,0,540

20:51:50,0,540

20:51:50,0,540

20:51:50,0,540

20:51:50,0,540

20:51:50,0,540

20:51:50,0,540

20:51:50,0,540

20:51:50,0,540

20:51:50,0,540

20:51:50,0,541

20:51:50,0,541

20:51:50,0,541

20:51:50,0,540

20:51:50,0,541

20:51:50,0,540

20:51:50,0,540

20:51:50,0,541

20:51:50,0,541

20:51:50,0,540

20:51:50,0,540

20:51:50,0,541

20:51:50,0,541

20:51:50,0,541

20:51:50,0,541

20:51:50,0,541

20:51:50,0,541

20:51:50,0,540

20:51:50,0,541

20:51:50,0,540

20:51:50,0,541

20:51:50,0,541

20:51:50,0,541

20:51:50,0,541

20:51:50,0,541

20:51:50,0,541

20:51:50,0,541

20:51:50,0,541

20:51:50,0,541

20:51:50,0,541

20:51:50,0,541

20:51:50,0,541

20:51:50,0,541

20:51:50,0,542

20:51:50,0,541

20:51:50,0,541

20:51:50,0,541

20:51:50,0,541

20:51:51,0,541

20:51:51,0,541

20:51:51,0,541

20:51:51,0,541

20:51:51,0,541

20:51:51,0,541

20:51:51,0,541

20:51:51,0,541

20:51:51,0,542

20:51:51,0,541

20:51:51,0,541

20:51:51,0,542

20:51:51,0,541

20:51:51,0,541

20:51:51,0,542

20:51:51,0,541

20:51:51,0,541

20:51:51,0,542

20:51:51,0,542

20:51:51,0,541

20:51:51,0,541

20:51:51,0,542

20:51:51,0,541

20:51:51,0,541

20:51:51,0,541

20:51:51,0,541

20:51:51,0,541

20:51:51,0,541

20:51:51,0,542

20:51:51,0,542

20:51:51,0,542

20:51:51,0,542

20:51:51,0,541

20:51:51,0,542

20:51:51,0,542

20:51:51,0,542

20:51:51,0,541

20:51:51,0,542

20:51:51,0,541

20:51:51,0,541

20:51:51,0,542

20:51:51,0,542

20:51:51,0,542

20:51:51,0,542

20:51:51,0,542

20:51:51,0,541

20:51:51,0,542

20:51:51,0,542

20:51:51,0,542

20:51:51,0,542

20:51:51,0,542

20:51:51,0,542

20:51:51,0,542

20:51:51,0,542

20:51:51,0,542

20:51:51,0,542

20:51:51,0,542

20:51:51,0,542

20:51:51,0,541

20:51:51,0,542

20:51:51,0,542

20:51:51,0,541

20:51:51,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,541

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,541

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:52,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,541

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,543

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:53,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,543

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,543

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,543

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,543

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:54,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,543

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,543

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,543

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,543

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:55,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,543

20:51:56,0,543

20:51:56,0,543

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,543

20:51:56,0,542

20:51:56,0,543

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,543

20:51:56,0,543

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,543

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,543

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,543

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:56,0,542

20:51:57,0,542

20:51:57,0,542

20:51:57,0,542

20:51:57,0,543

20:51:57,0,542

20:51:57,0,543

20:51:57,0,542

20:51:57,0,542

20:51:57,0,542

20:51:57,0,542

20:51:57,0,542

20:51:57,0,542

20:51:57,0,542

20:51:57,0,543

20:51:57,0,543

20:51:57,0,542

20:51:57,0,542

20:51:57,0,542

20:51:57,0,542

20:51:57,0,542

20:51:57,0,542

20:51:57,0,543

20:51:57,0,542

20:51:57,0,542

20:51:57,0,542

20:51:57,0,542

20:51:57,0,542

20:51:57,0,542

20:51:57,0,542

20:51:57,0,542

20:51:57,0,542

20:51:57,0,543

20:51:57,0,542

20:51:57,0,542

20:51:57,0,542

20:51:57,0,543

20:51:57,0,543

20:51:57,0,543

20:51:57,0,542

20:51:57,0,543

20:51:57,0,542

20:51:57,0,542

20:51:57,0,542

20:51:57,0,543

20:51:57,0,542

20:51:57,0,542

20:51:57,0,543

20:51:57,0,543

20:51:57,0,543

20:51:57,0,542

20:51:57,0,542

20:51:57,0,542

20:51:57,0,542

20:51:57,0,543

20:51:57,0,542

20:51:57,0,542

20:51:57,0,543

20:51:57,0,543

20:51:57,0,542

20:51:57,0,543

20:51:57,0,542

20:51:57,0,542

20:51:57,0,543

20:51:58,0,542

20:51:58,0,542

20:51:58,0,542

20:51:58,0,542

20:51:58,0,542

20:51:58,0,543

20:51:58,0,543

20:51:58,0,542

20:51:58,0,542

20:51:58,0,543

20:51:58,0,543

20:51:58,0,542

20:51:58,0,543

20:51:58,0,542

20:51:58,0,542

20:51:58,0,543

20:51:58,0,543

20:51:58,0,543

20:51:58,0,542

20:51:58,0,542

20:51:58,0,543

20:51:58,0,543

20:51:58,0,543

20:51:58,0,543

20:51:58,0,543

20:51:58,0,543

20:51:58,0,543

20:51:58,0,543

20:51:58,0,543

20:51:58,0,543

20:51:58,0,543

20:51:58,0,543

20:51:58,0,543

20:51:58,0,543

20:51:58,0,543

20:51:58,0,543

20:51:58,0,543

20:51:58,0,543

20:51:58,0,543

20:51:58,0,542

20:51:58,0,543

20:51:58,0,543

20:51:58,0,543

20:51:58,0,542

20:51:58,0,543

20:51:58,0,543

20:51:58,0,543

20:51:58,0,543

20:51:58,0,543

20:51:58,0,542

20:51:58,0,543

20:51:58,0,543

20:51:58,0,542

20:51:58,0,543

20:51:58,0,543

20:51:58,0,543

20:51:58,0,543

20:51:58,0,543

20:51:58,0,543

20:51:58,0,542

20:51:58,0,543

20:51:58,0,543

20:51:58,0,543

20:51:58,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,544

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,544

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,544

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,543

20:51:59,0,544

20:52:00,0,544

20:52:00,0,543

20:52:00,0,543

20:52:00,0,543

20:52:00,0,543

20:52:00,0,543

20:52:00,0,543

20:52:00,0,544

20:52:00,0,543

20:52:00,0,543

20:52:00,0,544

20:52:00,0,544

20:52:00,0,543

20:52:00,0,543

20:52:00,0,544

20:52:00,0,543

20:52:00,0,543

20:52:00,0,544

20:52:00,0,544

20:52:00,0,543

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,543

20:52:00,0,543

20:52:00,0,544

20:52:00,0,543

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:00,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,543

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,545

20:52:01,0,545

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:01,0,544

20:52:02,0,544

20:52:02,0,544

20:52:02,0,544

20:52:02,0,544

20:52:02,0,544

20:52:02,0,544

20:52:02,0,544

20:52:02,0,545

20:52:02,0,544

20:52:02,0,544

20:52:02,0,544

20:52:02,0,544

20:52:02,0,544

20:52:02,0,544

20:52:02,0,545

20:52:02,0,544

20:52:02,0,544

20:52:02,0,545

20:52:02,0,544

20:52:02,0,544

20:52:02,0,544

20:52:02,0,545

20:52:02,0,545

20:52:02,0,544

20:52:02,0,545

20:52:02,0,544

20:52:02,0,544

20:52:02,0,545

20:52:02,0,545

20:52:02,0,545

20:52:02,0,545

20:52:02,0,544

20:52:02,0,544

20:52:02,0,545

20:52:02,0,544

20:52:02,0,544

20:52:02,0,545

20:52:02,0,545

20:52:02,0,545

20:52:02,0,545

20:52:02,0,545

20:52:02,0,544

20:52:02,0,545

20:52:02,0,545

20:52:02,0,545

20:52:02,0,545

20:52:02,0,545

20:52:02,0,545

20:52:02,0,545

20:52:02,0,545

20:52:02,0,545

20:52:02,0,545

20:52:02,0,545

20:52:02,0,545

20:52:02,0,545

20:52:02,0,545

20:52:02,0,545

20:52:02,0,545

20:52:02,0,545

20:52:02,0,545

20:52:02,0,545

20:52:02,0,545

20:52:02,0,545

20:52:03,0,545

20:52:03,0,545

20:52:03,0,545

20:52:03,0,545

20:52:03,0,545

20:52:03,0,545

20:52:03,0,545

20:52:03,0,545

20:52:03,0,546

20:52:03,0,545

20:52:03,0,545

20:52:03,0,546

20:52:03,0,545

20:52:03,0,545

20:52:03,0,545

20:52:03,0,545

20:52:03,0,545

20:52:03,0,545

20:52:03,0,545

20:52:03,0,545

20:52:03,0,546

20:52:03,0,546

20:52:03,0,546

20:52:03,0,545

20:52:03,0,545

20:52:03,0,545

20:52:03,0,545

20:52:03,0,545

20:52:03,0,545

20:52:03,0,545

20:52:03,0,545

20:52:03,0,546

20:52:03,0,546

20:52:03,0,545

20:52:03,0,545

20:52:03,0,545

20:52:03,0,545

20:52:03,0,546

20:52:03,0,546

20:52:03,0,545

20:52:03,0,545

20:52:03,0,546

20:52:03,0,545

20:52:03,0,546

20:52:03,0,545

20:52:03,0,546

20:52:03,0,546

20:52:03,0,546

20:52:03,0,545

20:52:03,0,546

20:52:03,0,546

20:52:03,0,546

20:52:03,0,546

20:52:03,0,546

20:52:03,0,546

20:52:03,0,546

20:52:03,0,546

