Time,Bullet Speed,GSR19:43:37,10,301

19:43:37,10,301

19:43:37,10,301

19:43:37,10,300

19:43:37,10,301

19:43:37,10,301

19:43:37,10,300

19:43:37,10,301

19:43:37,10,301

19:43:37,10,300

19:43:37,10,300

19:43:37,10,301

19:43:37,10,300

19:43:38,10,301

19:43:38,10,301

19:43:38,10,300

19:43:38,10,300

19:43:38,10,300

19:43:38,10,300

19:43:38,10,300

19:43:38,10,300

19:43:38,10,301

19:43:38,10,300

19:43:38,10,300

19:43:38,10,300301

19:43:38,10,301

19:43:38,10,301

19:43:38,10,301

19:43:38,10,300

19:43:38,10,301

19:43:38,10,301

19:43:38,10,300

19:43:38,10,301

19:43:38,10,301

19:43:38,10,300

19:43:38,10,300

19:43:38,10,301

19:43:38,10,300

19:43:38,10,301

19:43:38,10,301

19:43:38,10,300

19:43:38,10,300

19:43:38,10,300

19:43:38,10,300

19:43:38,10,300

19:43:38,10,300

19:43:38,10,301

19:43:38,10,300

19:43:38,10,300

19:43:38,10,300298

19:43:38,10,299

19:43:38,10,299

19:43:38,10,299

19:43:38,10,299

19:43:38,10,299

19:43:38,10,299

19:43:38,10,299

19:43:38,10,299

19:43:38,10,299

19:43:38,10,299

19:43:38,10,299

19:43:38,10,299

19:43:38,10,299

19:43:38,10,299

19:43:38,10,299

19:43:38,10,299

19:43:38,10,299

19:43:38,10,299

19:43:38,10,299

19:43:38,10,299

19:43:38,10,299

19:43:38,10,299

19:43:38,10,299

19:43:38,10,299

19:43:38,10,299

19:43:39,10,299

19:43:39,10,298

19:43:39,10,299

19:43:39,10,298

19:43:39,10,299

19:43:39,10,299

19:43:39,10,299

19:43:39,10,299

19:43:39,10,299

19:43:39,10,299

19:43:39,10,298

19:43:39,10,299

19:43:39,10,299

19:43:39,10,299

19:43:39,10,299

19:43:39,10,299

19:43:39,10,298

19:43:39,10,298

19:43:39,10,299

19:43:39,10,299

19:43:39,10,298

19:43:39,10,298

19:43:39,10,299

